"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"XAYAH","DAGA DOBLE","false","Q","Xayah lanza dos dagas que infligen daño y que lanzan plumas que puede recuperar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0498/ability_0498_Q1.mp4"
"XAYAH","PLUMAJE MORTÍFERO","false","W","Xayah provoca una tormenta de dagas que aumenta su velocidad de ataque y daño al mismo tiempo que obtiene velocidad de movimiento si ataca a un campeón.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0498/ability_0498_W1.mp4"
"XAYAH","DAGAS A MÍ","false","E","Xayah llama a las plumas que ha lanzado, lo que inflige daño e inmoviliza a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0498/ability_0498_E1.mp4"
"XAYAH","TORMENTA DE PLUMAS","false","R","Xayah salta en el aire, se vuelve inalcanzable y lanza una ráfaga de dagas que dejan caer plumas que pude recuperar.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0498/ability_0498_R1.mp4"
"XERATH","SOBRECARGA DE MANÁ","true","p","Los ataques básicos de Xerath restauran maná de manera periódica. Cuando Xerath asesina a una unidad, este enfriamiento se reduce.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0101/ability_0101_P1.mp4"
"XERATH","PULSO ARCANO","false","Q","Dispara un rayo de energía de largo alcance que inflige daño mágico a todos los objetivos impactados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0101/ability_0101_Q1.mp4"
"XERATH","OJO DE DESTRUCCIÓN","false","W","Invoca un rayo de energía arcana que ralentiza e inflige daño mágico a todos los enemigos de una zona. Los enemigos en el epicentro reciben daño adicional y una mayor ralentización.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0101/ability_0101_W1.mp4"
"XERATH","ORBE IMPACTANTE","false","E","Inflige daño mágico a un enemigo y lo aturde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0101/ability_0101_E1.mp4"
"XERATH","RITO DEL ARCANO","false","R","Xerath se inmoviliza y obtiene varias andanadas de gran alcance.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0101/ability_0101_R1.mp4"
"XIN ZHAO","DETERMINACIÓN","true","p","Cada tercer ataque inflige daño adicional y cura a Xin Zhao.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0005/ability_0005_P1.mp4"
"XIN ZHAO","GOLPE DE TRES GARRAS","false","Q","Los 3 siguientes ataques normales de Xin Zhao infligen más daño. El tercero lanza a un oponente por los aires.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0005/ability_0005_Q1.mp4"
"XIN ZHAO","EL VIENTO SE CONVIERTE EN RAYO","false","W","Xin Zhao carga hacia delante con su lanza y realiza una estocada al frente que ralentiza a los enemigos afectados y los marca como desafiados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0005/ability_0005_W1.mp4"
"XIN ZHAO","CARGA AUDAZ","false","E","Xin Zhao carga contra un enemigo, obtiene velocidad de ataque, inflige daño y ralentiza brevemente a todos los enemigos en el área. El alcance de Carga audaz aumenta contra objetivos desafiados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0005/ability_0005_E1.mp4"
"XIN ZHAO","GUARDIA DE MEDIA LUNA","false","R","Xin Zhao desafía a un enemigo al que haya infligido daño recientemente. Xin Zhao inflige daño a los enemigos cercanos según la vida que tengan, empuja a los objetivos no desafiados y se vuelve inmune al daño que infligen los campeones fuera del círculo creado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0005/ability_0005_R1.mp4"
"YASUO","CAMINO DEL ALMA ERRANTE","true","p","Aumenta la probabilidad de impacto crítico de Yasuo. Además, Yasuo va acumulando su escudo mientras se mueve. El escudo se activa cuando recibe daño de un campeón o monstruo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0157/ability_0157_P1.mp4"
"YASUO","TEMPESTAD DE ACERO","false","Q","Lanza una estocada al frente que inflige daño a los enemigos en una línea. Al golpear, otorga una acumulación de Tormenta inminente durante unos cuantos segundos. Con 2 acumulaciones, Tempestad de acero inicia un remolino que lanza al objetivo por el aire. Tempestad de acero se comporta como un ataque básico y progresa del mismo modo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0157/ability_0157_Q1.mp4"
"YASUO","MURO DE VIENTO","false","W","Crea un muro móvil que bloquea todos los proyectiles enemigos durante 4 s.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0157/ability_0157_W1.mp4"
"YASUO","HOJA CORTANTE","false","E","Se desliza a través del enemigo seleccionado, al que inflige daño mágico. Cada vez que se usa, aumenta el daño del siguiente uso hasta alcanzar un máximo. No se puede emplear más de una vez contra el mismo enemigo durante unos cuantos segundos. Si Tempestad de acero se utiliza durante un deslizamiento, golpeará de forma circular.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0157/ability_0157_E1.mp4"
"YASUO","ÚLTIMO ALIENTO","false","R","Yasuo aparece junto al campeón enemigo que esté en el aire y le inflige daño físico. Además, todos los enemigos que estén en el aire permanecen suspendidos. Otorga flujo máximo, pero reinicia todas las acumulaciones de Tormenta inminente. Después, durante un breve periodo de tiempo, los golpes críticos de Yasuo obtienen una cantidad importante de penetración de armadura adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0157/ability_0157_R1.mp4"
"YONE","CAMINO DEL CAZADOR","true","p","Yone inflige daño mágico cada dos ataques. Además, su probabilidad de impacto crítico aumenta.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0777/ability_0777_P1.mp4"
"YONE","ACERO MORTAL","false","Q","Lanza una estocada al frente que inflige daño a los enemigos en una línea. Al golpear, otorga una acumulación de Tormenta inminente durante unos cuantos segundos. Con 2 acumulaciones, Acero mortal desliza a Yone hacia delante con una ráfaga de viento que lanza a los enemigos por los aires. Acero mortal se comporta como un ataque básico y progresa del mismo modo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0777/ability_0777_Q1.mp4"
"YONE","CUCHILLA ESPIRITUAL","false","W","Realiza un tajo hacia delante que daña a todos los enemigos en un cono. Otorga a Yone un escudo cuyo valor aumenta en función del número de campeones alcanzados por el ataque. El enfriamiento y el tiempo de lanzamiento de Cuchillada espiritual progresan con la velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0777/ability_0777_W1.mp4"
"YONE","ALMA DESATADA","false","E","El espíritu de Yone deja su cuerpo atrás y obtiene velocidad de movimiento. Cuando esta habilidad acaba, el espíritu de Yone se ve obligado a regresar a su cuerpo y repite una parte del daño que infligió como espíritu.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0777/ability_0777_E1.mp4"
"YONE","DESTINO SELLADO","false","R","Yone se desplaza detrás del último campeón en una línea con una cuchillada tan poderosa que arrastra hacia él a todos los enemigos golpeados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0777/ability_0777_R1.mp4"
"YORICK","PASTOR DE ALMAS","true","p","La horda maldita: Yorick puede invocar a caminantes de la niebla para que hostiguen y ataquen a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0083/ability_0083_P1.mp4"
"YORICK","RITOS FUNERARIOS","false","Q","Yorick inflige daño adicional en su siguiente ataque y se cura. Si muere un objetivo, se cavará una tumba.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0083/ability_0083_Q1.mp4"
"YORICK","CORTEJO OSCURO","false","W","Yorick invoca un muro destruible en la ubicación objetivo que bloqueará el movimiento enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0083/ability_0083_W1.mp4"
"YORICK","NIEBLA DE LUTO","false","E","Yorick lanza un glóbulo de Niebla Negra que inflige daño, ralentiza y marca a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0083/ability_0083_E1.mp4"
"YORICK","PANEGÍRICO DE LAS ISLAS","false","R","Yorick invoca a la Dama de la Niebla, que provoca que los ataques de Yorick al objetivo de la Dama inflijan daño adicional. La Dama además convertirá a los enemigos muertos en caminantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0083/ability_0083_R1.mp4"
"YUUMI","AMISTAD FELINA","true","p","De vez en cuando, al golpear a un campeón con un ataque básico o una habilidad, Yuumi recupera vida para ella y el aliado al que está vinculada. Mientras está vinculada, Yuumi crea un vínculo especial con sus aliados. El aliado con el vínculo más estrecho mejora las habilidades de Yuumi cuando esta se vincula.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0350/ability_0350_P1.mp4"
"YUUMI","MISIL ACECHADOR","false","Q","Yuumi dispara un misil que inflige daño y ralentiza al primer objetivo golpeado. El misil inflige daño adicional y ralentiza más si tarda al menos 1,35 s en alcanzar a su objetivo. Mientras está con su mejor amigui, la ralentización siempre aumenta y le otorga a su aliado daño adicional al golpear. Mientras está vinculada, el misil puede controlarse con el cursor durante un breve periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0350/ability_0350_Q1.mp4"
"YUUMI","¡YUPI!","false","W","Yuumi se desliza hasta un aliado y solo las torretas pueden marcarla como objetivo. Mientras está con su mejor amigui, obtiene poder de curaciones y escudos, además de otorgarle a su aliado curación al golpear.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0350/ability_0350_W1.mp4"
"YUUMI","PRESTEZA GATUNA","false","E","Protege a Yuumi y potencia la velocidad de movimiento y la velocidad de ataque. Si está vinculada, es el aliado quien se beneficia del aumento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0350/ability_0350_E1.mp4"
"YUUMI","CAPÍTULO FINAL","false","R","Yuumi canaliza cinco oleadas que dañan a los enemigos y curan a los aliados. Yuumi puede moverse, vincularse y lanzar Presteza gatuna durante la canalización. Mientras esté con su mejor amigui, esta habilidad sigue el cursor del ratón.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0350/ability_0350_R1.mp4"
"ZAC","DIVISIÓN CELULAR","true","p","Cada vez que Zac alcanza a un enemigo con una habilidad, pierde un trozo de sí mismo que puede reabsorberse para recuperar vida. Al recibir un golpe letal, Zac se divide en cuatro partículas que intentan recombinarse. Si alguna de las partículas perdura, revivirá con una cantidad de vida según la vida de las células restantes. Cada partícula tiene un porcentaje de la vida máxima, de la armadura y de la resistencia mágica de Zac. Esta habilidad tiene un enfriamiento de 5 minutos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0154/ability_0154_P1.mp4"
"ZAC","MANOS LOCAS","false","Q","Zac estira el brazo y agarra a un enemigo. Si ataca a un enemigo diferente, lanzará a cada objetivo contra el otro.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0154/ability_0154_Q1.mp4"
"ZAC","MATERIA INESTABLE","false","W","Zac explota en dirección a los enemigos cercanos e inflige un porcentaje de sus vidas máximas en forma de daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0154/ability_0154_W1.mp4"
"ZAC","HONDA ELÁSTICA","false","E","Zac pega los brazos al suelo y se estira hacia atrás para lanzarse hacia delante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0154/ability_0154_E1.mp4"
"ZAC","¡REBOTEMOS!","false","R","Zac rebota cuatro veces, lanza por los aires a los enemigos golpeados y los ralentiza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0154/ability_0154_R1.mp4"
"ZED","DESPRECIO POR LOS DÉBILES","true","p","Los ataques básicos de Zed contra objetivos con poca vida infligen daño mágico adicional. Este efecto no puede aplicarse al mismo campeón enemigo más de una vez cada pocos segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0238/ability_0238_P1.mp4"
"ZED","SHURIKEN NAVAJA","false","Q","Tanto Zed como sus sombras lanzan los shurikens. Cada shuriken inflige daño a todos los enemigos que golpea.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0238/ability_0238_Q1.mp4"
"ZED","SOMBRA VIVIENTE","false","W","Pasiva: Cada vez que Zed y sus sombras golpean a un objetivo con la misma habilidad, Zed obtiene energía. Solo se puede obtener energía una vez por habilidad lanzada. Activa: La sombra de Zed se desliza hacia delante y se queda en el sitio durante unos s. Si Zed reactiva Sombra viviente, intercambia su posición con la sombra.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0238/ability_0238_W1.mp4"
"ZED","CUCHILLADA DE SOMBRA","false","E","Zed y sus sombras acuchillan e infligen daño a los enemigos cercanos. Se ralentiza a los enemigos golpeados por Cuchillada de sombra.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0238/ability_0238_E1.mp4"
"ZED","MARCA DE LA MUERTE","false","R","No se puede marcar a Zed como objetivo y se desliza hacia un campeón enemigo, marcándolo. Tras 3 segundos, la marca se activa, repitiendo una parte del daño infligido por Zed al objetivo mientras estaba marcado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0238/ability_0238_R1.mp4"
"ZERI","BATERÍA CARGADA","true","p","Los ataques de Zeri infligen daño mágico y cuentan como habilidades. Al moverse y utilizar Fuego explosivo, Zeri acumula energía en su Batería portátil. Con el máximo de carga, su próximo ataque inflige daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0221/ability_0221_P1.mp4"
"ZERI","FUEGO EXPLOSIVO","false","Q","Fuego explosivo dispara 7 veces, lo que inflige daño de ataque al primer enemigo golpeado. Esta habilidad cuenta como un ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0221/ability_0221_Q1.mp4"
"ZERI","ULTRADESCARGA LÁSER","false","W","Zeri dispara un pulso eléctrico que ralentiza e inflige daño al primer enemigo golpeado. Si el pulso impacta contra un muro, se expande hasta convertirse en un láser de largo alcance.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0221/ability_0221_W1.mp4"
"ZERI","SUBIDA DE TENSIÓN","false","E","Zeri se desliza una corta distancia y potencia sus siguientes 3 disparos de Fuego explosivo, lo que hace que atraviesen a los enemigos. Salta y pasa por encima de cualquier obstáculo del terreno que toca.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0221/ability_0221_E1.mp4"
"ZERI","CHOQUE DE RAYOS","false","R","Zeri libera una nova de electricidad y se sobrecarga, lo que aumenta el daño y acumula velocidad de movimiento que se reinicia y aumenta cada vez que golpea a un campeón enemigo. Mientras esté sobrecargada, Fuego explosivo se convierte en un disparo triple más rápido del que surgen rayos que rebotan entre los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0221/ability_0221_R1.mp4"
"ZIGGS","MECHA CORTA","true","p","De forma periódica, el próximo ataque básico de Ziggs inflige daño mágico adicional. Este enfriamiento se reducirá cada vez que Ziggs use una habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0115/ability_0115_P1.mp4"
"ZIGGS","BOMBA REBOTANTE","false","Q","Ziggs lanza una bomba rebotante que inflige daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0115/ability_0115_Q1.mp4"
